Date,Account,Category,Tags,Expense amount,Income amount,Currency,In main currency,Main currency,Description
04/04/15,Cash,lux food,,90.00,0,INR,90.00,INR,
04/04/15,Cash,Household App,,"1,565.00",0,INR,"1,565.00",INR,
04/04/15,Cash,Entertainment,,190.00,0,INR,190.00,INR,
05/04/15,Cash,provision,,167.00,0,INR,167.00,INR,
05/04/15,Cash,lux food,,67.00,0,INR,67.00,INR,
05/04/15,Cash,healthy food,,550.00,0,INR,550.00,INR,
05/04/15,Cash,provision,,90.00,0,INR,90.00,INR,
05/04/15,Cash,vegetable,,65.00,0,INR,65.00,INR,
05/04/15,Cash,lux food,,12.00,0,INR,12.00,INR,
05/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
06/04/15,Cash,provision,,30.00,0,INR,30.00,INR,
06/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
07/04/15,Cash,medical,,100.00,0,INR,100.00,INR,
07/04/15,Cash,mdu house money,,400.00,0,INR,400.00,INR,
08/04/15,Cash,provision,,236.00,0,INR,236.00,INR,
08/04/15,Cash,vegetable,,50.00,0,INR,50.00,INR,
08/04/15,Cash,healthy food,,200.00,0,INR,200.00,INR,
08/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
08/04/15,Cash,vegetable,,64.00,0,INR,64.00,INR,
09/04/15,Cash,naveen cosmetic,,60.00,0,INR,60.00,INR,
09/04/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
09/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
11/04/15,Cash,lux food,,15.00,0,INR,15.00,INR,
11/04/15,Cash,Household App,,240.00,0,INR,240.00,INR,
11/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
12/04/15,Cash,healthy food,,175.00,0,INR,175.00,INR,
12/04/15,Cash,lux food,,45.00,0,INR,45.00,INR,
12/04/15,Cash,mdu house money,,8.00,0,INR,8.00,INR,
12/04/15,Cash,vegetable,,87.00,0,INR,87.00,INR,
12/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
12/04/15,Cash,healthy food,,110.00,0,INR,110.00,INR,
12/04/15,Cash,provision,,79.00,0,INR,79.00,INR,
13/04/15,Cash,lux food,,12.00,0,INR,12.00,INR,
13/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
13/04/15,Cash,office snacks,,10.00,0,INR,10.00,INR,
14/04/15,Cash,Hotel Food,,170.00,0,INR,170.00,INR,
15/04/15,Cash,Amb Home,,"5,000.00",0,INR,"5,000.00",INR,
15/04/15,Cash,provision,,30.00,0,INR,30.00,INR,
15/04/15,Cash,lux food,,20.00,0,INR,20.00,INR,
15/04/15,Cash,vegetable,,10.00,0,INR,10.00,INR,
15/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
16/04/15,Cash,San Mobile,,150.00,0,INR,150.00,INR,
16/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
16/04/15,Cash,mdu house money,,500.00,0,INR,500.00,INR,
16/04/15,Cash,vegetable,,170.00,0,INR,170.00,INR,
16/04/15,Cash,Hotel Food,,57.00,0,INR,57.00,INR,
17/04/15,Cash,AMB EB,,"1,296.00",0,INR,"1,296.00",INR,
17/04/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
18/04/15,Cash,provision,,255.00,0,INR,255.00,INR,
18/04/15,Cash,naveen cosmetic,,166.00,0,INR,166.00,INR,
18/04/15,Cash,San Cosmetic,,172.00,0,INR,172.00,INR,
18/04/15,Cash,Non-Food Prov,,299.00,0,INR,299.00,INR,
18/04/15,Cash,provision,,30.00,0,INR,30.00,INR,
18/04/15,Cash,Hotel Food,,115.00,0,INR,115.00,INR,
18/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
18/04/15,Cash,Household App,,15.00,0,INR,15.00,INR,
18/04/15,Cash,medical,,82.00,0,INR,82.00,INR,
18/04/15,Cash,lux food,,180.00,0,INR,180.00,INR,
18/04/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
19/04/15,Cash,provision,,17.00,0,INR,17.00,INR,
19/04/15,Cash,healthy food,,570.00,0,INR,570.00,INR,
19/04/15,Cash,medical,,115.00,0,INR,115.00,INR,
19/04/15,Cash,provision,,440.00,0,INR,440.00,INR,
19/04/15,Cash,healthy food,,280.00,0,INR,280.00,INR,
19/04/15,Cash,Home & Utilities,,46.00,0,INR,46.00,INR,
19/04/15,Cash,Entertainment,,150.00,0,INR,150.00,INR,
19/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
19/04/15,Cash,vegetable,,55.00,0,INR,55.00,INR,
21/04/15,Cash,blore training,,50.00,0,INR,50.00,INR,
21/04/15,Cash,blore training,,400.00,0,INR,400.00,INR,
21/04/15,Cash,blore training,,218.00,0,INR,218.00,INR,
22/04/15,Cash,blore training,,200.00,0,INR,200.00,INR,
22/04/15,Cash,blore training,,200.00,0,INR,200.00,INR,
22/04/15,Cash,blore training,,500.00,0,INR,500.00,INR,
23/04/15,Cash,blore training,,453.00,0,INR,453.00,INR,
23/04/15,Cash,blore training,,45.00,0,INR,45.00,INR,
23/04/15,Cash,blore training,,303.00,0,INR,303.00,INR,
24/04/15,Cash,blore training,,35.00,0,INR,35.00,INR,
24/04/15,Cash,blore training,,80.00,0,INR,80.00,INR,
24/04/15,Cash,blore training,,300.00,0,INR,300.00,INR,
24/04/15,Cash,blore training,,245.00,0,INR,245.00,INR,
24/04/15,Cash,blore training,,60.00,0,INR,60.00,INR,
24/04/15,Cash,blore training,,"17,680.00",0,INR,"17,680.00",INR,
24/04/15,Cash,blore training,,"1,680.00",0,INR,"1,680.00",INR,
26/04/15,Cash,travel,,428.00,0,INR,428.00,INR,
26/04/15,Cash,healthy food,,10.00,0,INR,10.00,INR,
26/04/15,Cash,Naveen Mobiles,,150.00,0,INR,150.00,INR,
26/04/15,Cash,travel,,15.00,0,INR,15.00,INR,
26/04/15,Cash,healthy food,,430.00,0,INR,430.00,INR,
26/04/15,Cash,Amb Home,,"1,753.00",0,INR,"1,753.00",INR,
27/04/15,Cash,travel,,80.00,0,INR,80.00,INR,
27/04/15,Cash,travel,,11.00,0,INR,11.00,INR,
27/04/15,Cash,Home & Utilities,,46.00,0,INR,46.00,INR,
28/04/15,Cash,Entertainment,,200.00,0,INR,200.00,INR,
28/04/15,Cash,provision,,243.00,0,INR,243.00,INR,
28/04/15,Cash,Naveen Mobiles,,"1,334.00",0,INR,"1,334.00",INR,
28/04/15,Cash,Non-Food Prov,,49.00,0,INR,49.00,INR,
28/04/15,Cash,Bike,,200.00,0,INR,200.00,INR,
29/04/15,Cash,Hotel Food,,8.00,0,INR,8.00,INR,
29/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
29/04/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
29/04/15,Cash,office snacks,,20.00,0,INR,20.00,INR,
30/04/15,Cash,Amb Home,,"12,000.00",0,INR,"12,000.00",INR,
30/04/15,Cash,healthy food,,302.00,0,INR,302.00,INR,
30/04/15,Cash,Outing,,800.00,0,INR,800.00,INR,
30/04/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
30/04/15,Cash,mdu house money,,600.00,0,INR,600.00,INR,
01/05/15,Cash,medical,,985.00,0,INR,985.00,INR,
01/05/15,Cash,provision,,36.00,0,INR,36.00,INR,
01/05/15,Cash,Home & Utilities,,48.00,0,INR,48.00,INR,
01/05/15,Cash,travel,,22.00,0,INR,22.00,INR,
01/05/15,Cash,healthy food,,35.00,0,INR,35.00,INR,
01/05/15,Cash,lux food,,285.00,0,INR,285.00,INR,
01/05/15,Cash,travel,,48.00,0,INR,48.00,INR,
01/05/15,Cash,travel,,80.00,0,INR,80.00,INR,
02/05/15,Cash,Entertainment,,130.00,0,INR,130.00,INR,
02/05/15,Cash,vegetable,,12.00,0,INR,12.00,INR,
02/05/15,Cash,mdu house money,,40.00,0,INR,40.00,INR,
02/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
03/05/15,Cash,lux food,,140.00,0,INR,140.00,INR,
03/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
03/05/15,Cash,lux food,,45.00,0,INR,45.00,INR,
03/05/15,Cash,Hotel Food,,36.00,0,INR,36.00,INR,
03/05/15,Cash,provision,,119.00,0,INR,119.00,INR,
03/05/15,Cash,Home & Utilities,,10.00,0,INR,10.00,INR,
04/05/15,Cash,vegetable,,15.00,0,INR,15.00,INR,
04/05/15,Cash,mdu house money,,"1,000.00",0,INR,"1,000.00",INR,
04/05/15,Cash,healthy food,,105.00,0,INR,105.00,INR,
04/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
04/05/15,Cash,Non-Food Prov,,152.00,0,INR,152.00,INR,
04/05/15,Cash,vegetable,,100.00,0,INR,100.00,INR,
04/05/15,Cash,vegetable,,84.00,0,INR,84.00,INR,
04/05/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
06/05/15,Cash,Hotel Food,,220.00,0,INR,220.00,INR,
06/05/15,Cash,Home & Utilities,,10.00,0,INR,10.00,INR,
06/05/15,Cash,provision,,963.00,0,INR,963.00,INR,
06/05/15,Cash,Non-Food Prov,,210.00,0,INR,210.00,INR,
07/05/15,Cash,Bike,,6.00,0,INR,6.00,INR,
07/05/15,Cash,Hotel Food,,5.00,0,INR,5.00,INR,
07/05/15,Cash,medical,,44.00,0,INR,44.00,INR,
07/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
08/05/15,Cash,Hotel Food,,55.00,0,INR,55.00,INR,
08/05/15,Cash,medical,,150.00,0,INR,150.00,INR,
08/05/15,Cash,healthy food,,30.00,0,INR,30.00,INR,
08/05/15,Cash,lux food,,20.00,0,INR,20.00,INR,
09/05/15,Cash,lux food,,10.00,0,INR,10.00,INR,
09/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
09/05/15,Cash,medical,,637.00,0,INR,637.00,INR,
09/05/15,Cash,travel,,400.00,0,INR,400.00,INR,
09/05/15,Cash,Entertainment,,425.00,0,INR,425.00,INR,
10/05/15,Cash,provision,,35.00,0,INR,35.00,INR,
10/05/15,Cash,medical,,26.00,0,INR,26.00,INR,
10/05/15,Cash,provision,,89.00,0,INR,89.00,INR,
10/05/15,Cash,medical,,191.00,0,INR,191.00,INR,
10/05/15,Cash,healthy food,,145.00,0,INR,145.00,INR,
10/05/15,Cash,provision,,75.00,0,INR,75.00,INR,
10/05/15,Cash,healthy food,,40.00,0,INR,40.00,INR,
10/05/15,Cash,healthy food,,390.00,0,INR,390.00,INR,
10/05/15,Cash,lux food,,35.00,0,INR,35.00,INR,
10/05/15,Cash,vegetable,,20.00,0,INR,20.00,INR,
10/05/15,Cash,provision,,18.00,0,INR,18.00,INR,
10/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
10/05/15,Cash,healthy food,,235.00,0,INR,235.00,INR,
11/05/15,Cash,Hotel Food,,100.00,0,INR,100.00,INR,
11/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
11/05/15,Cash,vegetable,,66.00,0,INR,66.00,INR,
12/05/15,Cash,mdu house money,,200.00,0,INR,200.00,INR,
12/05/15,Cash,naveen cosmetic,,180.00,0,INR,180.00,INR,
13/05/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
13/05/15,Cash,healthy food,,150.00,0,INR,150.00,INR,
13/05/15,Cash,vegetable,,15.00,0,INR,15.00,INR,
14/05/15,Cash,office snacks,,10.00,0,INR,10.00,INR,
15/05/15,Cash,lux food,,85.00,0,INR,85.00,INR,
15/05/15,Cash,vegetable,,30.00,0,INR,30.00,INR,
15/05/15,Cash,Home & Utilities,,22.00,0,INR,22.00,INR,
15/05/15,Cash,mdu house money,,"1,000.00",0,INR,"1,000.00",INR,
16/05/15,Cash,vegetable,,10.00,0,INR,10.00,INR,
16/05/15,Cash,healthy food,,50.00,0,INR,50.00,INR,
16/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
16/05/15,Cash,travel,,98.00,0,INR,98.00,INR,
16/05/15,Cash,mdu house money,,12.00,0,INR,12.00,INR,
16/05/15,Cash,Hotel Food,,164.00,0,INR,164.00,INR,
16/05/15,Cash,San Cosmetic,,530.00,0,INR,530.00,INR,
16/05/15,Cash,San Cosmetic,,775.00,0,INR,775.00,INR,
17/05/15,Cash,San Cosmetic,,300.00,0,INR,300.00,INR,
17/05/15,Cash,Entertainment,,230.00,0,INR,230.00,INR,
17/05/15,Cash,healthy food,,70.00,0,INR,70.00,INR,
17/05/15,Cash,healthy food,,450.00,0,INR,450.00,INR,
17/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
18/05/15,Cash,vegetable,,45.00,0,INR,45.00,INR,
18/05/15,Cash,provision,,28.00,0,INR,28.00,INR,
18/05/15,Cash,provision,,140.00,0,INR,140.00,INR,
18/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
18/05/15,Cash,Bike,,200.00,0,INR,200.00,INR,
18/05/15,Cash,travel,,17.00,0,INR,17.00,INR,
18/05/15,Cash,travel,,19.00,0,INR,19.00,INR,
18/05/15,Cash,MDU EB,,"1,164.00",0,INR,"1,164.00",INR,
18/05/15,Cash,lic prem,,"7,917.00",0,INR,"7,917.00",INR,
18/05/15,Cash,medical,,473.00,0,INR,473.00,INR,
19/05/15,Cash,Hotel Food,,30.00,0,INR,30.00,INR,
19/05/15,Cash,vegetable,,124.00,0,INR,124.00,INR,
19/05/15,Cash,travel,,9.00,0,INR,9.00,INR,
20/05/15,Cash,Hotel Food,,107.00,0,INR,107.00,INR,
20/05/15,Cash,Hotel Food,,90.00,0,INR,90.00,INR,
21/05/15,Cash,mdu house money,,800.00,0,INR,800.00,INR,
21/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
21/05/15,Cash,Hotel Food,,224.00,0,INR,224.00,INR,
21/05/15,Cash,travel,,30.00,0,INR,30.00,INR,
21/05/15,Cash,medical,,289.00,0,INR,289.00,INR,
21/05/15,Cash,travel,,34.00,0,INR,34.00,INR,
21/05/15,Cash,medical,,107.00,0,INR,107.00,INR,
21/05/15,Cash,travel,,40.00,0,INR,40.00,INR,
22/05/15,Cash,lux food,,80.00,0,INR,80.00,INR,
22/05/15,Cash,travel,,445.00,0,INR,445.00,INR,
22/05/15,Cash,Hotel Food,,35.00,0,INR,35.00,INR,
23/05/15,Cash,naveen cosmetic,,51.00,0,INR,51.00,INR,
23/05/15,Cash,provision,,45.00,0,INR,45.00,INR,
23/05/15,Cash,Hotel Food,,30.00,0,INR,30.00,INR,
23/05/15,Cash,Entertainment,,280.00,0,INR,280.00,INR,
23/05/15,Cash,Non-Food Prov,,113.00,0,INR,113.00,INR,
23/05/15,Cash,lux food,,20.00,0,INR,20.00,INR,
23/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
23/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
24/05/15,Cash,San Cosmetic,,"2,708.00",0,INR,"2,708.00",INR,
24/05/15,Cash,travel,,42.00,0,INR,42.00,INR,
24/05/15,Cash,healthy food,,250.00,0,INR,250.00,INR,
24/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
24/05/15,Cash,healthy food,,40.00,0,INR,40.00,INR,
24/05/15,Cash,Non-Food Prov,,20.00,0,INR,20.00,INR,
24/05/15,Cash,healthy food,,139.00,0,INR,139.00,INR,
24/05/15,Cash,Non-Food Prov,,74.00,0,INR,74.00,INR,
24/05/15,Cash,lux food,,50.00,0,INR,50.00,INR,
24/05/15,Cash,travel,,38.00,0,INR,38.00,INR,
24/05/15,Cash,lux food,,365.00,0,INR,365.00,INR,
24/05/15,Cash,Household App,,118.00,0,INR,118.00,INR,
24/05/15,Cash,Household App,,49.00,0,INR,49.00,INR,
24/05/15,Cash,lux food,,36.00,0,INR,36.00,INR,
24/05/15,Cash,Household App,,40.00,0,INR,40.00,INR,
25/05/15,Cash,vegetable,,124.00,0,INR,124.00,INR,
25/05/15,Cash,vegetable,,25.00,0,INR,25.00,INR,
25/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
26/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
26/05/15,Cash,healthy food,,50.00,0,INR,50.00,INR,
27/05/15,Cash,provision,,106.00,0,INR,106.00,INR,
27/05/15,Cash,Non-Food Prov,,63.00,0,INR,63.00,INR,
27/05/15,Cash,vegetable,,19.00,0,INR,19.00,INR,
27/05/15,Cash,Hotel Food,,140.00,0,INR,140.00,INR,
27/05/15,Cash,lux food,,20.00,0,INR,20.00,INR,
28/05/15,Cash,office snacks,,35.00,0,INR,35.00,INR,
28/05/15,Cash,travel,,"1,305.00",0,INR,"1,305.00",INR,
28/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
29/05/15,Cash,Amb Home,,"12,000.00",0,INR,"12,000.00",INR,
29/05/15,Cash,vegetable,,10.00,0,INR,10.00,INR,
29/05/15,Cash,travel,,30.00,0,INR,30.00,INR,
29/05/15,Cash,lux food,,168.00,0,INR,168.00,INR,
29/05/15,Cash,Hotel Food,,110.00,0,INR,110.00,INR,
29/05/15,Cash,Hotel Food,,95.00,0,INR,95.00,INR,
29/05/15,Cash,travel,,108.00,0,INR,108.00,INR,
29/05/15,Cash,medical,,"1,000.00",0,INR,"1,000.00",INR,
29/05/15,Cash,travel,,62.00,0,INR,62.00,INR,
30/05/15,Cash,provision,,54.00,0,INR,54.00,INR,
30/05/15,Cash,vegetable,,30.00,0,INR,30.00,INR,
30/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
30/05/15,Cash,San Pkt Money,,"3,000.00",0,INR,"3,000.00",INR,
30/05/15,Cash,Entertainment,,300.00,0,INR,300.00,INR,
30/05/15,Cash,Naveen Mobiles,,"1,234.00",0,INR,"1,234.00",INR,
30/05/15,Cash,naveen cosmetic,,216.00,0,INR,216.00,INR,
31/05/15,Cash,travel,,220.00,0,INR,220.00,INR,
31/05/15,Cash,healthy food,,300.00,0,INR,300.00,INR,
31/05/15,Cash,Hotel Food,,24.00,0,INR,24.00,INR,
31/05/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
01/06/15,Cash,office snacks,,10.00,0,INR,10.00,INR,
01/06/15,Cash,Hotel Food,,58.00,0,INR,58.00,INR,
01/06/15,Cash,travel,,192.00,0,INR,192.00,INR,
01/06/15,Cash,vegetable,,85.00,0,INR,85.00,INR,
01/06/15,Cash,Home & Utilities,,35.00,0,INR,35.00,INR,
02/06/15,Cash,vegetable,,12.00,0,INR,12.00,INR,
02/06/15,Cash,medical,,191.00,0,INR,191.00,INR,
02/06/15,Cash,healthy food,,100.00,0,INR,100.00,INR,
02/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
02/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
03/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
03/06/15,Cash,San Mobile,,257.00,0,INR,257.00,INR,
03/06/15,Cash,mdu house money,,700.00,0,INR,700.00,INR,
03/06/15,Cash,Hotel Food,,30.00,0,INR,30.00,INR,
03/06/15,Cash,healthy food,,425.00,0,INR,425.00,INR,
03/06/15,Cash,travel,,84.00,0,INR,84.00,INR,
04/06/15,Cash,office snacks,,20.00,0,INR,20.00,INR,
04/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
05/06/15,Cash,vegetable,,11.00,0,INR,11.00,INR,
06/06/15,Cash,travel,,128.00,0,INR,128.00,INR,
06/06/15,Cash,vegetable,,90.00,0,INR,90.00,INR,
06/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
06/06/15,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
06/06/15,Cash,San Cosmetic,,138.00,0,INR,138.00,INR,
06/06/15,Cash,provision,,"1,089.00",0,INR,"1,089.00",INR,
06/06/15,Cash,provision,,91.00,0,INR,91.00,INR,
07/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
07/06/15,Cash,Non-Food Prov,,46.00,0,INR,46.00,INR,
07/06/15,Cash,Household App,,4.00,0,INR,4.00,INR,
07/06/15,Cash,healthy food,,8.00,0,INR,8.00,INR,
07/06/15,Cash,San Cosmetic,,72.00,0,INR,72.00,INR,
07/06/15,Cash,provision,,90.00,0,INR,90.00,INR,
07/06/15,Cash,San Cosmetic,,55.00,0,INR,55.00,INR,
07/06/15,Cash,provision,,30.00,0,INR,30.00,INR,
07/06/15,Cash,healthy food,,359.00,0,INR,359.00,INR,
07/06/15,Cash,lux food,,20.00,0,INR,20.00,INR,
07/06/15,Cash,healthy food,,327.00,0,INR,327.00,INR,
07/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
08/06/15,Cash,provision,,250.00,0,INR,250.00,INR,
08/06/15,Cash,naveen cosmetic,,111.00,0,INR,111.00,INR,
08/06/15,Cash,provision,,30.00,0,INR,30.00,INR,
08/06/15,Cash,medical,,108.00,0,INR,108.00,INR,
08/06/15,Cash,vegetable,,120.00,0,INR,120.00,INR,
08/06/15,Cash,healthy food,,40.00,0,INR,40.00,INR,
08/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
08/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
09/06/15,Cash,healthy food,,50.00,0,INR,50.00,INR,
09/06/15,Cash,Bike,,6.00,0,INR,6.00,INR,
09/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
10/06/15,Cash,mdu house money,,800.00,0,INR,800.00,INR,
10/06/15,Cash,vegetable,,68.00,0,INR,68.00,INR,
10/06/15,Cash,healthy food,,92.00,0,INR,92.00,INR,
10/06/15,Cash,Outing,,16.00,0,INR,16.00,INR,
10/06/15,Cash,Naveen Mobiles,,257.00,0,INR,257.00,INR,
10/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
10/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
11/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
11/06/15,Cash,vegetable,,86.00,0,INR,86.00,INR,
12/06/15,Cash,Entertainment,,50.00,0,INR,50.00,INR,
13/06/15,Cash,San Cosmetic,,"4,275.00",0,INR,"4,275.00",INR,
13/06/15,Cash,Hotel Food,,136.00,0,INR,136.00,INR,
13/06/15,Cash,travel,,170.00,0,INR,170.00,INR,
13/06/15,Cash,Home & Utilities,,36.00,0,INR,36.00,INR,
13/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
13/06/15,Cash,Entertainment,,270.00,0,INR,270.00,INR,
13/06/15,Cash,travel,,220.00,0,INR,220.00,INR,
14/06/15,Cash,Non-Food Prov,,46.00,0,INR,46.00,INR,
14/06/15,Cash,Home & Utilities,,23.00,0,INR,23.00,INR,
14/06/15,Cash,lux food,,46.00,0,INR,46.00,INR,
14/06/15,Cash,Non-Food Prov,,27.00,0,INR,27.00,INR,
14/06/15,Cash,lux food,,146.00,0,INR,146.00,INR,
14/06/15,Cash,Hotel Food,,78.00,0,INR,78.00,INR,
14/06/15,Cash,vegetable,,85.00,0,INR,85.00,INR,
14/06/15,Cash,healthy food,,144.00,0,INR,144.00,INR,
14/06/15,Cash,Hotel Food,,26.00,0,INR,26.00,INR,
14/06/15,Cash,vegetable,,25.00,0,INR,25.00,INR,
14/06/15,Cash,San Cosmetic,,30.00,0,INR,30.00,INR,
14/06/15,Cash,provision,,54.00,0,INR,54.00,INR,
14/06/15,Cash,Non-Food Prov,,34.00,0,INR,34.00,INR,
15/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
15/06/15,Cash,Bike,,200.00,0,INR,200.00,INR,
15/06/15,Cash,mdu house money,,12.00,0,INR,12.00,INR,
16/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
16/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
16/06/15,Cash,Hotel Food,,140.00,0,INR,140.00,INR,
17/06/15,Cash,medical,,200.00,0,INR,200.00,INR,
17/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
17/06/15,Cash,Hotel Food,,260.00,0,INR,260.00,INR,
18/06/15,Cash,mdu house money,,"1,000.00",0,INR,"1,000.00",INR,
18/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
19/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
19/06/15,Cash,lux food,,35.00,0,INR,35.00,INR,
19/06/15,Cash,provision,,30.00,0,INR,30.00,INR,
19/06/15,Cash,healthy food,,20.00,0,INR,20.00,INR,
19/06/15,Cash,San Cosmetic,,500.00,0,INR,500.00,INR,
20/06/15,Cash,Non-Food Prov,,30.00,0,INR,30.00,INR,
20/06/15,Cash,vegetable,,68.00,0,INR,68.00,INR,
20/06/15,Cash,Home & Utilities,,11.00,0,INR,11.00,INR,
20/06/15,Cash,Household App,,40.00,0,INR,40.00,INR,
20/06/15,Cash,Entertainment,,50.00,0,INR,50.00,INR,
20/06/15,Cash,provision,,124.00,0,INR,124.00,INR,
21/06/15,Cash,travel,,410.00,0,INR,410.00,INR,
21/06/15,Cash,medical,,289.00,0,INR,289.00,INR,
21/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
21/06/15,Cash,healthy food,,535.00,0,INR,535.00,INR,
21/06/15,Cash,vegetable,,85.00,0,INR,85.00,INR,
21/06/15,Cash,healthy food,,90.00,0,INR,90.00,INR,
22/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
22/06/15,Cash,mdu house money,,500.00,0,INR,500.00,INR,
22/06/15,Cash,vegetable,,62.00,0,INR,62.00,INR,
22/06/15,Cash,healthy food,,50.00,0,INR,50.00,INR,
22/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
22/06/15,Cash,provision,,30.00,0,INR,30.00,INR,
23/06/15,Cash,Bike,,60.00,0,INR,60.00,INR,
23/06/15,Cash,AMB EB,,"3,378.00",0,INR,"3,378.00",INR,
24/06/15,Cash,lux food,,14.00,0,INR,14.00,INR,
24/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
24/06/15,Cash,healthy food,,60.00,0,INR,60.00,INR,
25/06/15,Cash,Hotel Food,,240.00,0,INR,240.00,INR,
25/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
25/06/15,Cash,lux food,,14.00,0,INR,14.00,INR,
25/06/15,Cash,travel refund,,980.00,0,INR,980.00,INR,
26/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
26/06/15,Cash,Hotel Food,,40.00,0,INR,40.00,INR,
26/06/15,Cash,lux food,,36.00,0,INR,36.00,INR,
27/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
27/06/15,Cash,travel,,246.00,0,INR,246.00,INR,
27/06/15,Cash,vegetable,,27.00,0,INR,27.00,INR,
27/06/15,Cash,healthy food,,40.00,0,INR,40.00,INR,
27/06/15,Cash,lux food,,156.00,0,INR,156.00,INR,
27/06/15,Cash,Hotel Food,,90.00,0,INR,90.00,INR,
28/06/15,Cash,Home & Utilities,,25.00,0,INR,25.00,INR,
28/06/15,Cash,vegetable,,23.00,0,INR,23.00,INR,
28/06/15,Cash,healthy food,,590.00,0,INR,590.00,INR,
28/06/15,Cash,vegetable,,17.00,0,INR,17.00,INR,
28/06/15,Cash,provision,,704.00,0,INR,704.00,INR,
28/06/15,Cash,naveen cosmetic,,44.00,0,INR,44.00,INR,
28/06/15,Cash,San Cosmetic,,138.00,0,INR,138.00,INR,
28/06/15,Cash,healthy food,,85.00,0,INR,85.00,INR,
28/06/15,Cash,Non-Food Prov,,126.00,0,INR,126.00,INR,
28/06/15,Cash,provision,,162.00,0,INR,162.00,INR,
